study_number,title,author,publication_year,sample_id,location,sample_type,grab_composite,fraction,sample_size_ml,sample_size_g,concentration_method,extraction_method,PCR_method,primer,target_gene,original_copy_number_vol,original_copy_number_mass,copy_number_ml,log_copy_number_ml,root_3_copy_number_ml,copy_number_g,log_copy_number_g,root_3_copy_number_g,ct,positivity,positive_negative,positive_negative_num,detection_kit,population,case_original,case_cumulative,case_daily,case_active,case_hospitalized,case_weekly,digitalizer,study_info,date
11,SARS-CoV-2 RNA in wastewater anticipated COVID-19 occurrence in a low prevalence area,"Randazzo, W et al. (b)",2020,S11_79,WWTP,Influent,Grab,SSS,500-1000,NA,Aluminum hydroxide adsorption-precipitation,NucleoSpin RNA virus kit,qPCR,"CDC_N1, CDC_N2, CDC_N3",N,5.4,NA,252,2.401400541,6.316359598,NA,NA,NA,NA,<40,Positive,1,One Step PrimeScriptâ RT-PCR Kit (Perfect Real Time) and the RT-qPCR diagnostic panel assays,73057,0,0,NA,NA,NA,NA,yes,Lorca,2020-Mar-18
11,SARS-CoV-2 RNA in wastewater anticipated COVID-19 occurrence in a low prevalence area,"Randazzo, W et al. (b)",2020,S11_80,WWTP,Influent,Grab,SSS,500-1000,NA,Aluminum hydroxide adsorption-precipitation,NucleoSpin RNA virus kit,qPCR,"CDC_N1, CDC_N2, CDC_N3",N,5.89,NA,768,2.88536122,9.15771394,NA,NA,NA,NA,<40,Positive,1,One Step PrimeScriptâ RT-PCR Kit (Perfect Real Time) and the RT-qPCR diagnostic panel assays,73057,8.4,8.4,NA,NA,NA,NA,yes,Lorca,2020-Mar-26
11,SARS-CoV-2 RNA in wastewater anticipated COVID-19 occurrence in a low prevalence area,"Randazzo, W et al. (b)",2020,S11_81,WWTP,Influent,Grab,SSS,500-1000,NA,Aluminum hydroxide adsorption-precipitation,NucleoSpin RNA virus kit,qPCR,"CDC_N1, CDC_N2, CDC_N3",N,5.33,NA,215,2.33243846,5.990726415,NA,NA,NA,NA,<40,Positive,1,One Step PrimeScriptâ RT-PCR Kit (Perfect Real Time) and the RT-qPCR diagnostic panel assays,73057,19,19,NA,NA,NA,NA,yes,Lorca,2020-April-02
11,SARS-CoV-2 RNA in wastewater anticipated COVID-19 occurrence in a low prevalence area,"Randazzo, W et al. (b)",2020,S11_82,WWTP,Influent,Grab,SSS,500-1000,NA,Aluminum hydroxide adsorption-precipitation,NucleoSpin RNA virus kit,qPCR,"CDC_N1, CDC_N2, CDC_N3",N,5.52,NA,333,2.522444234,6.931300768,NA,NA,NA,NA,<40,Positive,1,One Step PrimeScriptâ RT-PCR Kit (Perfect Real Time) and the RT-qPCR diagnostic panel assays,73057,30.5,30.5,NA,NA,NA,NA,yes,Lorca,2020-April-07
11,SARS-CoV-2 RNA in wastewater anticipated COVID-19 occurrence in a low prevalence area,"Randazzo, W et al. (b)",2020,S11_83,WWTP,Influent,Grab,SSS,500-1000,NA,Aluminum hydroxide adsorption-precipitation,NucleoSpin RNA virus kit,qPCR,"CDC_N1, CDC_N2, CDC_N3",N,5.14,NA,139,2.1430148,5.180101467,NA,NA,NA,NA,<40,Positive,1,One Step PrimeScriptâ RT-PCR Kit (Perfect Real Time) and the RT-qPCR diagnostic panel assays,73057,32.8,32.8,NA,NA,NA,NA,yes,Lorca,2020-April-14
11,SARS-CoV-2 RNA in wastewater anticipated COVID-19 occurrence in a low prevalence area,"Randazzo, W et al. (b)",2020,S11_84,WWTP,Influent,Grab,SSS,500-1000,NA,Aluminum hydroxide adsorption-precipitation,NucleoSpin RNA virus kit,qPCR,"CDC_N1, CDC_N2, CDC_N3",N,0,NA,0,NA,0,NA,NA,NA,NA,<40,Negative,0,One Step PrimeScriptâ RT-PCR Kit (Perfect Real Time) and the RT-qPCR diagnostic panel assays,370893,0,0,NA,NA,NA,NA,yes,Murcia,2020-Mar-12
11,SARS-CoV-2 RNA in wastewater anticipated COVID-19 occurrence in a low prevalence area,"Randazzo, W et al. (b)",2020,S11_85,WWTP,Influent,Grab,SSS,500-1000,NA,Aluminum hydroxide adsorption-precipitation,NucleoSpin RNA virus kit,qPCR,"CDC_N1, CDC_N2, CDC_N3",N,5.37,NA,233,2.367355921,6.153449494,NA,NA,NA,NA,<40,Positive,1,One Step PrimeScriptâ RT-PCR Kit (Perfect Real Time) and the RT-qPCR diagnostic panel assays,370893,0,0,NA,NA,NA,NA,yes,Murcia,2020-Mar-16
11,SARS-CoV-2 RNA in wastewater anticipated COVID-19 occurrence in a low prevalence area,"Randazzo, W et al. (b)",2020,S11_86,WWTP,Influent,Grab,SSS,500-1000,NA,Aluminum hydroxide adsorption-precipitation,NucleoSpin RNA virus kit,qPCR,"CDC_N1, CDC_N2, CDC_N3",N,5.15,NA,141,2.149219113,5.204827863,NA,NA,NA,NA,<40,Positive,1,One Step PrimeScriptâ RT-PCR Kit (Perfect Real Time) and the RT-qPCR diagnostic panel assays,370893,21.2,21.2,NA,NA,NA,NA,yes,Murcia,2020-Mar-18
11,SARS-CoV-2 RNA in wastewater anticipated COVID-19 occurrence in a low prevalence area,"Randazzo, W et al. (b)",2020,S11_87,WWTP,Influent,Grab,SSS,500-1000,NA,Aluminum hydroxide adsorption-precipitation,NucleoSpin RNA virus kit,qPCR,"CDC_N1, CDC_N2, CDC_N3",N,5.5,NA,320,2.505149978,6.839903787,NA,NA,NA,NA,<40,Positive,1,One Step PrimeScriptâ RT-PCR Kit (Perfect Real Time) and the RT-qPCR diagnostic panel assays,370893,46.4,46.4,NA,NA,NA,NA,yes,Murcia,2020-Mar-26
11,SARS-CoV-2 RNA in wastewater anticipated COVID-19 occurrence in a low prevalence area,"Randazzo, W et al. (b)",2020,S11_88,WWTP,Influent,Grab,SSS,500-1000,NA,Aluminum hydroxide adsorption-precipitation,NucleoSpin RNA virus kit,qPCR,"CDC_N1, CDC_N2, CDC_N3",N,4.88,NA,76,1.880813592,4.235823584,NA,NA,NA,NA,<40,Positive,1,One Step PrimeScriptâ RT-PCR Kit (Perfect Real Time) and the RT-qPCR diagnostic panel assays,370893,73.3,73.3,NA,NA,NA,NA,yes,Murcia,2020-April-02
11,SARS-CoV-2 RNA in wastewater anticipated COVID-19 occurrence in a low prevalence area,"Randazzo, W et al. (b)",2020,S11_89,WWTP,Influent,Grab,SSS,500-1000,NA,Aluminum hydroxide adsorption-precipitation,NucleoSpin RNA virus kit,qPCR,"CDC_N1, CDC_N2, CDC_N3",N,5.42,NA,262,2.418301291,6.39882791,NA,NA,NA,NA,<40,Positive,1,One Step PrimeScriptâ RT-PCR Kit (Perfect Real Time) and the RT-qPCR diagnostic panel assays,370893,121.6,121.6,NA,NA,NA,NA,yes,Murcia,2020-April-07
11,SARS-CoV-2 RNA in wastewater anticipated COVID-19 occurrence in a low prevalence area,"Randazzo, W et al. (b)",2020,S11_90,WWTP,Influent,Grab,SSS,500-1000,NA,Aluminum hydroxide adsorption-precipitation,NucleoSpin RNA virus kit,qPCR,"CDC_N1, CDC_N2, CDC_N3",N,5.1,NA,126,2.100370545,5.013297935,NA,NA,NA,NA,<40,Positive,1,One Step PrimeScriptâ RT-PCR Kit (Perfect Real Time) and the RT-qPCR diagnostic panel assays,370893,137.2,137.2,NA,NA,NA,NA,yes,Murcia,2020-April-14
11,SARS-CoV-2 RNA in wastewater anticipated COVID-19 occurrence in a low prevalence area,"Randazzo, W et al. (b)",2020,S11_91,WWTP,Influent,Grab,SSS,500-1000,NA,Aluminum hydroxide adsorption-precipitation,NucleoSpin RNA virus kit,qPCR,"CDC_N1, CDC_N2, CDC_N3",N,0,NA,0,NA,0,NA,NA,NA,NA,<40,Negative,0,One Step PrimeScriptâ RT-PCR Kit (Perfect Real Time) and the RT-qPCR diagnostic panel assays,175870,0,0,NA,NA,NA,NA,yes,Cartagena,2020-Mar-12
11,SARS-CoV-2 RNA in wastewater anticipated COVID-19 occurrence in a low prevalence area,"Randazzo, W et al. (b)",2020,S11_92,WWTP,Influent,Grab,SSS,500-1000,NA,Aluminum hydroxide adsorption-precipitation,NucleoSpin RNA virus kit,qPCR,"CDC_N1, CDC_N2, CDC_N3",N,5.36,NA,228,2.357934847,6.109114744,NA,NA,NA,NA,<40,Positive,1,One Step PrimeScriptâ RT-PCR Kit (Perfect Real Time) and the RT-qPCR diagnostic panel assays,175870,0,0,NA,NA,NA,NA,yes,Cartagena,2020-Mar-16
11,SARS-CoV-2 RNA in wastewater anticipated COVID-19 occurrence in a low prevalence area,"Randazzo, W et al. (b)",2020,S11_93,WWTP,Influent,Grab,SSS,500-1000,NA,Aluminum hydroxide adsorption-precipitation,NucleoSpin RNA virus kit,qPCR,"CDC_N1, CDC_N2, CDC_N3",N,5.77,NA,593,2.773054693,8.401398104,NA,NA,NA,NA,<40,Positive,1,One Step PrimeScriptâ RT-PCR Kit (Perfect Real Time) and the RT-qPCR diagnostic panel assays,175870,16.7,16.7,NA,NA,NA,NA,yes,Cartagena,2020-Mar-18
11,SARS-CoV-2 RNA in wastewater anticipated COVID-19 occurrence in a low prevalence area,"Randazzo, W et al. (b)",2020,S11_94,WWTP,Influent,Grab,SSS,500-1000,NA,Aluminum hydroxide adsorption-precipitation,NucleoSpin RNA virus kit,qPCR,"CDC_N1, CDC_N2, CDC_N3",N,5.18,NA,150,2.176091259,5.313292846,NA,NA,NA,NA,<40,Positive,1,One Step PrimeScriptâ RT-PCR Kit (Perfect Real Time) and the RT-qPCR diagnostic panel assays,175870,29.9,29.9,NA,NA,NA,NA,yes,Cartagena,2020-Mar-26
11,SARS-CoV-2 RNA in wastewater anticipated COVID-19 occurrence in a low prevalence area,"Randazzo, W et al. (b)",2020,S11_95,WWTP,Influent,Grab,SSS,500-1000,NA,Aluminum hydroxide adsorption-precipitation,NucleoSpin RNA virus kit,qPCR,"CDC_N1, CDC_N2, CDC_N3",N,5.34,NA,219,2.340444115,6.02765016,NA,NA,NA,NA,<40,Positive,1,One Step PrimeScriptâ RT-PCR Kit (Perfect Real Time) and the RT-qPCR diagnostic panel assays,175870,51.8,51.8,NA,NA,NA,NA,yes,Cartagena,2020-April-02
11,SARS-CoV-2 RNA in wastewater anticipated COVID-19 occurrence in a low prevalence area,"Randazzo, W et al. (b)",2020,S11_96,WWTP,Influent,Grab,SSS,500-1000,NA,Aluminum hydroxide adsorption-precipitation,NucleoSpin RNA virus kit,qPCR,"CDC_N1, CDC_N2, CDC_N3",N,5.19,NA,153,2.184691431,5.348481241,NA,NA,NA,NA,<40,Positive,1,One Step PrimeScriptâ RT-PCR Kit (Perfect Real Time) and the RT-qPCR diagnostic panel assays,175870,75.9,75.9,NA,NA,NA,NA,yes,Cartagena,2020-April-07
11,SARS-CoV-2 RNA in wastewater anticipated COVID-19 occurrence in a low prevalence area,"Randazzo, W et al. (b)",2020,S11_97,WWTP,Influent,Grab,SSS,500-1000,NA,Aluminum hydroxide adsorption-precipitation,NucleoSpin RNA virus kit,qPCR,"CDC_N1, CDC_N2, CDC_N3",N,5.23,NA,169,2.227886705,5.528774814,NA,NA,NA,NA,<40,Positive,1,One Step PrimeScriptâ RT-PCR Kit (Perfect Real Time) and the RT-qPCR diagnostic panel assays,175870,88.5,88.5,NA,NA,NA,NA,yes,Cartagena,2020-April-14
11,SARS-CoV-2 RNA in wastewater anticipated COVID-19 occurrence in a low prevalence area,"Randazzo, W et al. (b)",2020,S11_98,WWTP,Influent,Grab,SSS,500-1000,NA,Aluminum hydroxide adsorption-precipitation,NucleoSpin RNA virus kit,qPCR,"CDC_N1, CDC_N2, CDC_N3",N,0,NA,0,NA,0,NA,NA,NA,NA,<40,Negative,0,One Step PrimeScriptâ RT-PCR Kit (Perfect Real Time) and the RT-qPCR diagnostic panel assays,29113,0,0,NA,NA,NA,NA,yes,Totana,2020-Mar-12
11,SARS-CoV-2 RNA in wastewater anticipated COVID-19 occurrence in a low prevalence area,"Randazzo, W et al. (b)",2020,S11_99,WWTP,Influent,Grab,SSS,500-1000,NA,Aluminum hydroxide adsorption-precipitation,NucleoSpin RNA virus kit,qPCR,"CDC_N1, CDC_N2, CDC_N3",N,5.39,NA,247,2.392696953,6.274305357,NA,NA,NA,NA,<40,Positive,1,One Step PrimeScriptâ RT-PCR Kit (Perfect Real Time) and the RT-qPCR diagnostic panel assays,29113,0,0,NA,NA,NA,NA,yes,Totana,2020-Mar-16
11,SARS-CoV-2 RNA in wastewater anticipated COVID-19 occurrence in a low prevalence area,"Randazzo, W et al. (b)",2020,S11_100,WWTP,Influent,Grab,SSS,500-1000,NA,Aluminum hydroxide adsorption-precipitation,NucleoSpin RNA virus kit,qPCR,"CDC_N1, CDC_N2, CDC_N3",N,0,NA,0,NA,0,NA,NA,NA,NA,<40,Negative,0,One Step PrimeScriptâ RT-PCR Kit (Perfect Real Time) and the RT-qPCR diagnostic panel assays,29113,0,0,NA,NA,NA,NA,yes,Totana,2020-Mar-18
11,SARS-CoV-2 RNA in wastewater anticipated COVID-19 occurrence in a low prevalence area,"Randazzo, W et al. (b)",2020,S11_101,WWTP,Influent,Grab,SSS,500-1000,NA,Aluminum hydroxide adsorption-precipitation,NucleoSpin RNA virus kit,qPCR,"CDC_N1, CDC_N2, CDC_N3",N,5.3,NA,198,2.29666519,5.828476683,NA,NA,NA,NA,<40,Positive,1,One Step PrimeScriptâ RT-PCR Kit (Perfect Real Time) and the RT-qPCR diagnostic panel assays,29113,0,0,NA,NA,NA,NA,yes,Totana,2020-Mar-26
11,SARS-CoV-2 RNA in wastewater anticipated COVID-19 occurrence in a low prevalence area,"Randazzo, W et al. (b)",2020,S11_102,WWTP,Influent,Grab,SSS,500-1000,NA,Aluminum hydroxide adsorption-precipitation,NucleoSpin RNA virus kit,qPCR,"CDC_N1, CDC_N2, CDC_N3",N,4.8,NA,63,1.799340549,3.979057208,NA,NA,NA,NA,<40,Positive,1,One Step PrimeScriptâ RT-PCR Kit (Perfect Real Time) and the RT-qPCR diagnostic panel assays,29113,22,22,NA,NA,NA,NA,yes,Totana,2020-April-02
11,SARS-CoV-2 RNA in wastewater anticipated COVID-19 occurrence in a low prevalence area,"Randazzo, W et al. (b)",2020,S11_103,WWTP,Influent,Grab,SSS,500-1000,NA,Aluminum hydroxide adsorption-precipitation,NucleoSpin RNA virus kit,qPCR,"CDC_N1, CDC_N2, CDC_N3",N,5.39,NA,247,2.392696953,6.274305357,NA,NA,NA,NA,<40,Positive,1,One Step PrimeScriptâ RT-PCR Kit (Perfect Real Time) and the RT-qPCR diagnostic panel assays,29113,40.7,40.7,NA,NA,NA,NA,yes,Totana,2020-April-07
11,SARS-CoV-2 RNA in wastewater anticipated COVID-19 occurrence in a low prevalence area,"Randazzo, W et al. (b)",2020,S11_104,WWTP,Influent,Grab,SSS,500-1000,NA,Aluminum hydroxide adsorption-precipitation,NucleoSpin RNA virus kit,qPCR,"CDC_N1, CDC_N2, CDC_N3",N,0,NA,0,NA,0,NA,NA,NA,NA,<40,Negative,0,One Step PrimeScriptâ RT-PCR Kit (Perfect Real Time) and the RT-qPCR diagnostic panel assays,29113,43.9,43.9,NA,NA,NA,NA,yes,Totana,2020-April-14
11,SARS-CoV-2 RNA in wastewater anticipated COVID-19 occurrence in a low prevalence area,"Randazzo, W et al. (b)",2020,S11_105,WWTP,Influent,Grab,SSS,500-1000,NA,Aluminum hydroxide adsorption-precipitation,NucleoSpin RNA virus kit,qPCR,"CDC_N1, CDC_N2, CDC_N3",N,0,NA,0,NA,0,NA,NA,NA,NA,<40,Negative,0,One Step PrimeScriptâ RT-PCR Kit (Perfect Real Time) and the RT-qPCR diagnostic panel assays,33744,0,0,NA,NA,NA,NA,yes,Cieza,2020-Mar-12
11,SARS-CoV-2 RNA in wastewater anticipated COVID-19 occurrence in a low prevalence area,"Randazzo, W et al. (b)",2020,S11_106,WWTP,Influent,Grab,SSS,500-1000,NA,Aluminum hydroxide adsorption-precipitation,NucleoSpin RNA virus kit,qPCR,"CDC_N1, CDC_N2, CDC_N3",N,5.7,NA,505,2.703291378,7.963374242,NA,NA,NA,NA,<40,Positive,1,One Step PrimeScriptâ RT-PCR Kit (Perfect Real Time) and the RT-qPCR diagnostic panel assays,33744,0,0,NA,NA,NA,NA,yes,Cieza,2020-Mar-16
11,SARS-CoV-2 RNA in wastewater anticipated COVID-19 occurrence in a low prevalence area,"Randazzo, W et al. (b)",2020,S11_107,WWTP,Influent,Grab,SSS,500-1000,NA,Aluminum hydroxide adsorption-precipitation,NucleoSpin RNA virus kit,qPCR,"CDC_N1, CDC_N2, CDC_N3",N,5.24,NA,173,2.238046103,5.572054656,NA,NA,NA,NA,<40,Positive,1,One Step PrimeScriptâ RT-PCR Kit (Perfect Real Time) and the RT-qPCR diagnostic panel assays,33744,0,0,NA,NA,NA,NA,yes,Cieza,2020-Mar-18
11,SARS-CoV-2 RNA in wastewater anticipated COVID-19 occurrence in a low prevalence area,"Randazzo, W et al. (b)",2020,S11_108,WWTP,Influent,Grab,SSS,500-1000,NA,Aluminum hydroxide adsorption-precipitation,NucleoSpin RNA virus kit,qPCR,"CDC_N1, CDC_N2, CDC_N3",N,5.29,NA,194,2.28780173,5.788960372,NA,NA,NA,NA,<40,Positive,1,One Step PrimeScriptâ RT-PCR Kit (Perfect Real Time) and the RT-qPCR diagnostic panel assays,33744,34.7,34.7,NA,NA,NA,NA,yes,Cieza,2020-Mar-26
11,SARS-CoV-2 RNA in wastewater anticipated COVID-19 occurrence in a low prevalence area,"Randazzo, W et al. (b)",2020,S11_109,WWTP,Influent,Grab,SSS,500-1000,NA,Aluminum hydroxide adsorption-precipitation,NucleoSpin RNA virus kit,qPCR,"CDC_N1, CDC_N2, CDC_N3",N,5.47,NA,295,2.469822016,6.656930232,NA,NA,NA,NA,<40,Positive,1,One Step PrimeScriptâ RT-PCR Kit (Perfect Real Time) and the RT-qPCR diagnostic panel assays,33744,63.1,63.1,NA,NA,NA,NA,yes,Cieza,2020-April-02
11,SARS-CoV-2 RNA in wastewater anticipated COVID-19 occurrence in a low prevalence area,"Randazzo, W et al. (b)",2020,S11_110,WWTP,Influent,Grab,SSS,500-1000,NA,Aluminum hydroxide adsorption-precipitation,NucleoSpin RNA virus kit,qPCR,"CDC_N1, CDC_N2, CDC_N3",N,5.77,NA,593,2.773054693,8.401398104,NA,NA,NA,NA,<40,Positive,1,One Step PrimeScriptâ RT-PCR Kit (Perfect Real Time) and the RT-qPCR diagnostic panel assays,33744,128.9,128.9,NA,NA,NA,NA,yes,Cieza,2020-April-07
11,SARS-CoV-2 RNA in wastewater anticipated COVID-19 occurrence in a low prevalence area,"Randazzo, W et al. (b)",2020,S11_111,WWTP,Influent,Grab,SSS,500-1000,NA,Aluminum hydroxide adsorption-precipitation,NucleoSpin RNA virus kit,qPCR,"CDC_N1, CDC_N2, CDC_N3",N,5.57,NA,375,2.574031268,7.211247852,NA,NA,NA,NA,<40,Positive,1,One Step PrimeScriptâ RT-PCR Kit (Perfect Real Time) and the RT-qPCR diagnostic panel assays,33744,140.4,140.4,NA,NA,NA,NA,yes,Cieza,2020-April-14
12,Temporal detection and phylogenetic assessment of SARS-CoV-2 in municipal wastewater,"Nemudryi, A et al.",2020,S12_01,WWTP,Influent,Composite,S,500,NA,Ultrafiltration,RNeasy Mini Kit,qPCR,CDC_N1,N,528.9 Â± 249 copies/L,NA,0.5289,-0.276626433,0.808706975,NA,NA,NA,NA,NTC showed no amplification over the 40 cycles of qPCR.,Positive,1,NA,49831,6,NA,12.04,NA,NA,NA,yes,NA,2020-Mar-30
12,Temporal detection and phylogenetic assessment of SARS-CoV-2 in municipal wastewater,"Nemudryi, A et al.",2020,S12_01,WWTP,Influent,Composite,S,500,NA,Ultrafiltration,RNeasy Mini Kit,qPCR,CDC_N2,N,665.6 Â± 261.5 copies/L,NA,0.6656,-0.176786687,0.873114306,NA,NA,NA,NA,NTC showed no amplification over the 40 cycles of qPCR.,Positive,1,NA,49831,6,NA,12.04,NA,NA,NA,yes,NA,2020-Mar-30
12,Temporal detection and phylogenetic assessment of SARS-CoV-2 in municipal wastewater,"Nemudryi, A et al.",2020,S12_02,WWTP,Influent,Composite,S,500,NA,Ultrafiltration,RNeasy Mini Kit,qPCR,CDC_N1,N,432.7 Â± 66.3 copies/L,NA,0.4327,-0.363813105,0.756360717,NA,NA,NA,NA,NTC showed no amplification over the 40 cycles of qPCR.,Positive,1,NA,49831,6,NA,12.04,NA,NA,NA,yes,NA,2020-Apr-01
12,Temporal detection and phylogenetic assessment of SARS-CoV-2 in municipal wastewater,"Nemudryi, A et al.",2020,S12_02,WWTP,Influent,Composite,S,500,NA,Ultrafiltration,RNeasy Mini Kit,qPCR,CDC_N2,N,1710.8 Â± 179.2 copies/L,NA,1.7108,0.233199242,1.196005235,NA,NA,NA,NA,NTC showed no amplification over the 40 cycles of qPCR.,Positive,1,NA,49831,6,NA,12.04,NA,NA,NA,yes,NA,2020-Apr-01
12,Temporal detection and phylogenetic assessment of SARS-CoV-2 in municipal wastewater,"Nemudryi, A et al.",2020,S12_03,WWTP,Influent,Composite,S,500,NA,Ultrafiltration,RNeasy Mini Kit,qPCR,CDC_N1,N,254.7 Â± 5.4 copies/L,NA,0.2547,-0.593971055,0.633883794,NA,NA,NA,NA,NTC showed no amplification over the 40 cycles of qPCR.,Positive,1,NA,49831,5,NA,10.03,NA,NA,NA,yes,NA,2020-Apr-03
12,Temporal detection and phylogenetic assessment of SARS-CoV-2 in municipal wastewater,"Nemudryi, A et al.",2020,S12_03,WWTP,Influent,Composite,S,500,NA,Ultrafiltration,RNeasy Mini Kit,qPCR,CDC_N2,N,836.3 Â± 144.6 copies/L,NA,0.8363,-0.077637903,0.942151402,NA,NA,NA,NA,NTC showed no amplification over the 40 cycles of qPCR.,Positive,1,NA,49831,5,NA,10.03,NA,NA,NA,yes,NA,2020-Apr-03
12,Temporal detection and phylogenetic assessment of SARS-CoV-2 in municipal wastewater,"Nemudryi, A et al.",2020,S12_04,WWTP,Influent,Composite,S,500,NA,Ultrafiltration,RNeasy Mini Kit,qPCR,CDC_N1,N,57.6 Â± 38 copies/L,NA,0.0576,-1.239577517,0.386195754,NA,NA,NA,NA,NTC showed no amplification over the 40 cycles of qPCR.,Positive,1,NA,49831,7,NA,14.05,NA,NA,NA,yes,NA,2020-Apr-06
12,Temporal detection and phylogenetic assessment of SARS-CoV-2 in municipal wastewater,"Nemudryi, A et al.",2020,S12_04,WWTP,Influent,Composite,S,500,NA,Ultrafiltration,RNeasy Mini Kit,qPCR,CDC_N2,N,257.4 Â± 93.8 copies/L,NA,0.2574,-0.589391457,0.636115797,NA,NA,NA,NA,NTC showed no amplification over the 40 cycles of qPCR.,Positive,1,NA,49831,7,NA,14.05,NA,NA,NA,yes,NA,2020-Apr-06
12,Temporal detection and phylogenetic assessment of SARS-CoV-2 in municipal wastewater,"Nemudryi, A et al.",2020,S12_05,WWTP,Influent,Composite,S,500,NA,Ultrafiltration,RNeasy Mini Kit,qPCR,CDC_N1,N,46 Â± 9.2 copies/L,NA,0.046,-1.337242168,0.358304787,NA,NA,NA,NA,NTC showed no amplification over the 40 cycles of qPCR.,Positive,1,NA,49831,7,NA,14.05,NA,NA,NA,yes,NA,2020-Apr-08
12,Temporal detection and phylogenetic assessment of SARS-CoV-2 in municipal wastewater,"Nemudryi, A et al.",2020,S12_05,WWTP,Influent,Composite,S,500,NA,Ultrafiltration,RNeasy Mini Kit,qPCR,CDC_N2,N,23.5 Â± 14.6 copies/L,NA,0.0235,-1.628932138,0.286432716,NA,NA,NA,NA,NTC showed no amplification over the 40 cycles of qPCR.,Positive,1,NA,49831,7,NA,14.05,NA,NA,NA,yes,NA,2020-Apr-08
12,Temporal detection and phylogenetic assessment of SARS-CoV-2 in municipal wastewater,"Nemudryi, A et al.",2020,S12_06,WWTP,Influent,Composite,S,500,NA,Ultrafiltration,RNeasy Mini Kit,qPCR,CDC_N1,N,76 Â± 24 copies/L,NA,0.076,-1.119186408,0.423582358,NA,NA,NA,NA,NTC showed no amplification over the 40 cycles of qPCR.,Positive,1,NA,49831,2,NA,4.01,NA,NA,NA,yes,NA,2020-Apr-15
12,Temporal detection and phylogenetic assessment of SARS-CoV-2 in municipal wastewater,"Nemudryi, A et al.",2020,S12_06,WWTP,Influent,Composite,S,500,NA,Ultrafiltration,RNeasy Mini Kit,qPCR,CDC_N2,N,46.7 Â± 4.2 copies/L,NA,0.0467,-1.330683119,0.360113133,NA,NA,NA,NA,NTC showed no amplification over the 40 cycles of qPCR.,Positive,1,NA,49831,2,NA,4.01,NA,NA,NA,yes,NA,2020-Apr-15
12,Temporal detection and phylogenetic assessment of SARS-CoV-2 in municipal wastewater,"Nemudryi, A et al.",2020,S12_07,WWTP,Influent,Composite,S,500,NA,Ultrafiltration,RNeasy Mini Kit,qPCR,CDC_N1,N,44.6 Â± 5.6 copies/L,NA,0.0446,-1.350665141,0.354632298,NA,NA,NA,NA,NTC showed no amplification over the 40 cycles of qPCR.,Positive,1,NA,49831,1,NA,2.01,NA,NA,NA,yes,NA,2020-Apr-22
12,Temporal detection and phylogenetic assessment of SARS-CoV-2 in municipal wastewater,"Nemudryi, A et al.",2020,S12_07,WWTP,Influent,Composite,S,500,NA,Ultrafiltration,RNeasy Mini Kit,qPCR,CDC_N2,N,22.2 copies/L,NA,0.0222,-1.653647026,0.281050476,NA,NA,NA,NA,NTC showed no amplification over the 40 cycles of qPCR.,Positive,1,NA,49831,1,NA,2.01,NA,NA,NA,yes,NA,2020-Apr-22
12,Temporal detection and phylogenetic assessment of SARS-CoV-2 in municipal wastewater,"Nemudryi, A et al.",2020,S12_08,WWTP,Influent,Composite,S,500,NA,Ultrafiltration,RNeasy Mini Kit,qPCR,CDC_N1,N,43.5 Â± 34.4 copies/L,NA,0.0435,-1.361510743,0.351692483,NA,NA,NA,NA,NTC showed no amplification over the 40 cycles of qPCR.,Positive,1,NA,49831,0,NA,0,NA,NA,NA,yes,NA,2020-Apr-29
12,Temporal detection and phylogenetic assessment of SARS-CoV-2 in municipal wastewater,"Nemudryi, A et al.",2020,S12_08,WWTP,Influent,Composite,S,500,NA,Ultrafiltration,RNeasy Mini Kit,qPCR,CDC_N2,N,24.6 Â± 1.5 copies/L,NA,0.0246,-1.609064893,0.290833906,NA,NA,NA,NA,NTC showed no amplification over the 40 cycles of qPCR.,Positive,1,NA,49831,0,NA,0,NA,NA,NA,yes,NA,2020-Apr-29
12,Temporal detection and phylogenetic assessment of SARS-CoV-2 in municipal wastewater,"Nemudryi, A et al.",2020,S12_09,WWTP,Influent,Composite,S,500,NA,Ultrafiltration,RNeasy Mini Kit,qPCR,CDC_N1,N,0,NA,0,NA,0,NA,NA,NA,NA,NTC showed no amplification over the 40 cycles of qPCR.,Negative,0,NA,49831,0,NA,0,NA,NA,NA,yes,NA,2020-May-06
12,Temporal detection and phylogenetic assessment of SARS-CoV-2 in municipal wastewater,"Nemudryi, A et al.",2020,S12_09,WWTP,Influent,Composite,S,500,NA,Ultrafiltration,RNeasy Mini Kit,qPCR,CDC_N2,N,0,NA,0,NA,0,NA,NA,NA,NA,NTC showed no amplification over the 40 cycles of qPCR.,Negative,0,NA,49831,0,NA,0,NA,NA,NA,yes,NA,2020-May-06
12,Temporal detection and phylogenetic assessment of SARS-CoV-2 in municipal wastewater,"Nemudryi, A et al.",2020,S12_10,WWTP,Influent,Composite,S,500,NA,Ultrafiltration,RNeasy Mini Kit,qPCR,CDC_N1,N,0,NA,0,NA,0,NA,NA,NA,NA,NTC showed no amplification over the 40 cycles of qPCR.,Negative,0,NA,49831,0,NA,0,NA,NA,NA,yes,NA,2020-May-13
